topik	text
3	"A korábban Kuomintang-tag , most már független James Soong szerint Tajvan "" semmiféle katonai fenyegetést nem hajlandó akceptálni "" ."
3	A mostani tajvani választások idején a kínai fenyegetések miatt a legfőbb kérdés az , hogy az Egyesült Államok meddig menne el Tajvan védelmében .
6	A dokumentum szerint három ilyen eset lehetséges : ha Tajvan kikiáltja függetlenségét , ha külföldi hatalom szállja meg , illetve ha a szigetország késlekedik megkezdeni a tárgyalásokat az újraegyesítésről .
2	""" A pekingi hatóságoknak rá kell jönniük , hogy a fenyegetéssel eltaszítják maguktól Tajvant , és így lehetetlen lesz a kapcsolatok normalizálása ."
7	"Az Egyesült Államok a tajvani demokráciát is támogatja , részben a kommunizmus "" feltartóztatása "" jegyében , részben , hogy üzenjen a kínai népnek : a demokráciában milyen jól lehet élni ."
5	De Clintonnak ez az utolsó hivatali éve , és az ügy fejleményei könnyen az amerikai választási kampány egyik legfőbb kérdésévé válhatnak .
2	Tajvani katonák a választás napjára készülnek Kína nem enged Kína már az előző , 1996-os tajvani elnökválasztáskor is nagyszabású hadgyakorlatot tartott a sziget közelében .
3	"A korábban Kuomintang-tag , most már független James Soong szerint Tajvan "" semmiféle katonai fenyegetést nem hajlandó akceptálni "" ."
2	""" A pekingi hatóságoknak rá kell jönniük , hogy a fenyegetéssel eltaszítják maguktól Tajvant , és így lehetetlen lesz a kapcsolatok normalizálása ."
2	"Minden fél órában egymillió üzenet Duncan Campbell szerint az Echelon minden fél órában egymillió üzenetet szakít meg , és "" szűr át "" ."
7	Az Echelont eredetileg arra hozták létre , hogy a terrorizmus , a pénzmosás és a kábítószer-kereskedelem ellen hatékonyabban léphessenek fel az angolszász államok .
8	A számvevőszék megállapította : az FKGP beszámolójának elkészítése során 1997-ben és 1998-ben is megsértette a teljesség elvét , mivel egyik év beszámolója sem tartalmazza teljes körűen a helyi szervezetek gazdálkodási adatait .
1	Az ÁSZ rámutat arra , hogy az MSZP a vizsgált időszakban több , használatában lévő ingatlan használati jogát szerződéssel - térítés nélkül - átengedte önkormányzatoknak vagy egyéb szervezeteknek , ami törvényellenes .
8	A számvevőszék megállapította : az FKGP beszámolójának elkészítése során 1997-ben és 1998-ben is megsértette a teljesség elvét , mivel egyik év beszámolója sem tartalmazza teljes körűen a helyi szervezetek gazdálkodási adatait .
7	A megterhelés pedig Ljubimov szerint nem lesz nagyobb annál , mint amekkorát a politikai vezetők naponta elviselnek .
2	"Jelcint , ahogy elmondta , mindig is zavarták a hivatalos találkozók , "" fulladozott a diplomáciai keretek között "" , ebből eredően , amikor csak módja volt rá , felborította a diplomáciai protokollt , "" nyakkendő nélküli találkozókat "" részesített előnyben , illetve olyan megnyilvánulásai voltak a hivatalos rendezvényeken , amelyeket nem mindenki volt képes akkoriban teljes mértékben megérteni ."
5	A színpadon Jelcin mellett ott lesz állandóan a személyi biztosítóinak a főnöke is - a cári udvari sztrelec-őrség egyik alakját személyesíti meg .
7	A megterhelés pedig Ljubimov szerint nem lesz nagyobb annál , mint amekkorát a politikai vezetők naponta elviselnek .
2	"Jelcint , ahogy elmondta , mindig is zavarták a hivatalos találkozók , "" fulladozott a diplomáciai keretek között "" , ebből eredően , amikor csak módja volt rá , felborította a diplomáciai protokollt , "" nyakkendő nélküli találkozókat "" részesített előnyben , illetve olyan megnyilvánulásai voltak a hivatalos rendezvényeken , amelyeket nem mindenki volt képes akkoriban teljes mértékben megérteni ."
7	Az amerikai gyógyszeripari cég Monsanto tudósai kedden bejelentették , hogy megfejtették a rizs genetikai kódját .
8	"Csurka István , a Magyar Igazság és Élet Pártja elnöke szerint az ár - és belvízzel fenyegetett területeken "" kőlábakon álló házakban óriási családokat kell létrehozni "" ."
6	Búsi Lajos a védelmi bizottság elnöke a délben Tiszajenőn , Tiszavárkonyban és Vezsenyen elrendelt kitelepítésekkel kapcsolatban elmondta , hogy a lakosság nem veszi komolyan az intézkedéseket .
8	Kedden délután befejeződött a Tisza Csongrád városa melletti , bal partjának megelőző jellegű teljes kiürítése , a tanyavilág lakóit ismerősök fogadták be .
7	""" Ki akarom vezetni a népemet , abból a helyzetből , amelyikbe került , és képes is vagyok erre "" , - jelentette ki az újságíróknak Kadirov a Csecsenföld keleti részén levő Centorojban adott interjúban ."
7	Ahmed Kadirov , csecsen mufti kijelentette , hogy kész arra , hogy a köztársaság vezetője legyen , ha erre vonatkozó ajánlatot kap Moszkvától .
7	""" Ki akarom vezetni a népemet , abból a helyzetből , amelyikbe került , és képes is vagyok erre "" , - jelentette ki az újságíróknak Kadirov a Csecsenföld keleti részén levő Centorojban adott interjúban ."
6	Három rendőr súlyosan megsérült abban a balesetben , amely csütörtök este fél tizenegykor történt Budapesten a IV . kerületben a Váci úton .
4	A Vatikán a pápa és a papság , valamint a katolikus egyház tagjainak szoros közösségét A Szentatya nagycsütörtökön misét pontifikált , amelyen tizenkét papnak megmosta a lábát , s ezzel Jézus és a tizenkét apostol utolsó vacsorájára emlékeztette a hívőket .
7	János Pálnak azt a kijelentését , amely szerint a keresztényeknek , a zsidóknak és a muzulmánoknak együtt kell működniük .
4	A CNN felidézi , hogy a 79 éves katolikus egyházfő élete egyik nagy álmát váltotta valóra néhány héttel ezelőtt , amikor Jézus és Mózes nyomdokába lépve a Szentföldre zarándokolt .
4	A Vatikán a pápa és a papság , valamint a katolikus egyház tagjainak szoros közösségét A Szentatya nagycsütörtökön misét pontifikált , amelyen tizenkét papnak megmosta a lábát , s ezzel Jézus és a tizenkét apostol utolsó vacsorájára emlékeztette a hívőket .
4	János Pálnak azt a kijelentését , amely szerint a keresztényeknek , a zsidóknak és a muzulmánoknak együtt kell működniük .
1	Emiatt a cég maga is megsértené az előírásokat a fizetéskor - nyilatkozta Sár Csaba , a Blue Notes Rt. vezérigazgatója .
8	Napokon belül Augusto Pinochetet újabb orvosi vizsgálatnak vetik alá - ismertette határozatát a mentelmi jogának megfosztásáról tárgyaló , 22 bíróból álló testület , miután elutasította Pinochet ügyvédei által felajánlott , a tábornok rossz egészségi állapotát tükröző vizsgálatokat .
8	Napokon belül Augusto Pinochetet újabb orvosi vizsgálatnak vetik alá - ismertette határozatát a mentelmi jogának megfosztásáról tárgyaló , 22 bíróból álló testület , miután elutasította Pinochet ügyvédei által felajánlott , a tábornok rossz egészségi állapotát tükröző vizsgálatokat .
8	Május 30-án kezdődik a hűtlen kezeléssel vádolt az államtitkár Várhegyi Attilának , a Nemzeti Kulturális Örökség Minisztériuma politikai államtitkárának és kilenc társának büntetőpere a Pest Megyei Bíróságon .
8	Május 30-án kezdődik a hűtlen kezeléssel vádolt az államtitkár Várhegyi Attilának , a Nemzeti Kulturális Örökség Minisztériuma politikai államtitkárának és kilenc társának büntetőpere a Pest Megyei Bíróságon .
7	Az orosz államfő szabad , virágzó , erős , gazdag és civilizált Oroszország építését ígérte , amelyre büszkék lehetnek polgárai , s amely külföldön is tiszteletet ébreszt .
7	Az orosz államfő - akárcsak Jelcin - történelminek minősítette a beiktatás napját , mivel mint emlékeztetett rá , Oroszországban most történik először demokratikus hatalomváltás , törvényesen , békésen , ami a korszerű , demokratikus állam , a stabil hatalom ismérve .
5	Putyinnak erre az előterjesztésre két hete van .
8	Ugyanakkor nem biztos - de nagyon valószínű - , hogy Kaszjanovot terjeszti az orosz alsóház elé miniszterelnök-jelöltként az újdonsült orosz államfő .
7	Az orosz államfő szabad , virágzó , erős , gazdag és civilizált Oroszország építését ígérte , amelyre büszkék lehetnek polgárai , s amely külföldön is tiszteletet ébreszt .
8	Így Zawahiri és bin Laden is a mostani ügy vádlottai között van .
8	Így Zawahiri és bin Laden is a mostani ügy vádlottai között van .
1	Oszama bin Ladenaz FBI-nál a tíz legfontosabb körözött személy között tartják számon 1998 augusztusában több mint 200 ember meghalt és 4000 megsebesült , mikor Kenya fővárosában , Nairobiban felrobbantották az amerikai nagykövetséget .
7	A médiahatóság elnöke és tagjai VW Passat Comfortline 1,8 T típusú autókat kapnak , az igényelt felszereltségtől függően 6,6 és 7,1 millió közötti áron , amelyek árát a testület költségvetésének átcsoportosításával kívánják fedezni .
8	Önbíráskodás , rablásban való bűnsegédlet , valamint betöréses lopásra való felbújtás gyanúja miatt feljelentették Gyuga Pál fideszes országgyülési képviselőt .
1	Harrison megfigyelőként szolgált az országban , és ő is a május elején elfogott ötszáz ENSZ-katona között volt .
1	Az államelnökről kiderült ugyan , hogy megvesztegették , de például a közlekedési miniszteri posztot betöltő Jichak Mordehai az elnökkel együtt volt kénytelen lemondani , miután három női beosztottja is szexuális zaklatással vádolta meg .
7	A hatnapos háború hőse Az arab-barát , mérsékeltnek tartott államférfi Izrael egyik legtekintélyesebb politikusa , a közel-keleti ország hetedik elnöke volt .
7	Peresz - a Reuters értesülései szerint - elfogadta a Munkapárt jelölését .
6	Botránysorozat Izraelben Az izraeli politikai elitet nem csupán Weizman elnök bukása rázta meg az utóbbi napokban .
5	Madeleine Albright ugyanis megmutatta Joschka Fischernek , hogy miként képzeli el az Egyesült Államok a mai Európát - írja a The New York Times legfrissebb kiadásában .
7	A németeknek sikerült érvényesíteniük akaratukat , s jelöltjüket elfogadta végül a nemzetközi közösség , de Washingtonban megrökönyödtek azon a vehemencián , amellyel a berlini politikusok lobbiztak pártfogoltjuk mellett .
2	A kancellár zsörtölődik Mindennek kapcsán megfigyelők felhívják arra a figyelmet , hogy Gerhard Schröder német kancellár néhány éles megjegyzést tett nemrégiben az USA-ra .
6	"Több városrészt is lezárnak erre az időszakra Berlinben , amelyet a bulvárlapok csupán , "" jellemeznek , ahol , "" hirdetnek"
2	Saját pénzünk jobban fáj A pénzügyi botrány a szavazók tömegets távolmaradása és a leadott szavazatok alapján a legnagyobb ellenzéki pártnak , a RTDP-nek kedvezett .
1	"Bár a román-francia állampolgárságú Adrian Costea pénzmosási ügyeiben az RTDP nyakig , "" , úgy tűnik az embereket inkább saját pénzük elvesztése , mint az állami pénzek külföldre csorgása"
2	Saját pénzünk jobban fáj A pénzügyi botrány a szavazók tömegets távolmaradása és a leadott szavazatok alapján a legnagyobb ellenzéki pártnak , a RTDP-nek kedvezett .
8	A kiadatási procedúráról Garamvölgyi László elmondta : egyelőre nem lehet tudni , hogy meddig tart az eljárás , a hatóságok szeretnék , ha minél hamarabb elintéződne az ügy .
2	Sajtóértesülések szerint miatta vette kezdetét 1996 novemberében az az alvilági leszámolás-sorozat , amelynek első áldozata Prisztás József volt .
8	A rendőrség egy 25 éves nőt és egy 27 éves férfit hallgatott ki Kecskeméten , akik azzal gyanúsíthatók , hogy ők okozták az Ágasegyháza környékén pusztító tüzet .
8	A rendőrség egy 25 éves nőt és egy 27 éves férfit hallgatott ki Kecskeméten , akik azzal gyanúsíthatók , hogy ők okozták az Ágasegyháza környékén pusztító tüzet .
7	A két Korea vezető tisztségviselője szerdán arról tárgyal , hogy érdekképviseleti irodát nyitnak egymás fővárosában .
7	A két Korea vezető tisztségviselője szerdán arról tárgyal , hogy érdekképviseleti irodát nyitnak egymás fővárosában .
2	Azerbajdzsán például csak akkor vesz részt ebben , ha a központ csupán a tájékoztatási-elemzési és konzultatív tevékenységgel foglalkozna , Ukrajna pedig csak a saját jogalkalmazási térségén belül hajlandó erre .
7	A Human Genome Project nemzetközi konzorcium és az amerikai Celera Genomics cég egymástól függetlenül tíz éve dolgoznak a mintegy 80 ezer emberi gén szekventálásán .
8	Schustert délután szállítják Ausztriába , a kiválóan felszerelt innsbrucki kórházba , ahol Václav Havel cseh államfő életét is megmentették .
2	Bár mi rendőrt egész Indiában alig láttunk azért nem árt a nemzetközi jogosítvány , mivel állítólag a turisták ellenőrzése a rendőrök kedvenc keresetkiegészítése .
5	Sok márka van de a legelterjedtebb talán a Kingfisher nevű .
5	Goa a 60-as évektől India egyik első számú turista célpontja .
8	Nem sokáig mert úgy 11 óra tájékán a rendőrség vezette el a Dj-ket .
7	Csodaszép kis utak vannak és Goa az egyetlen állam ahol autót és motort is lehet sofőr nélkül bérelni , érdemes ezt kihasználni .
6	Utána csendrendelet van , úgyhogy a Goát híressé tevő napkeltéig tartó tengerpartiknak befellegzett .
8	Már kis mennyiségű hasis birtoklásáért 10 év jár , a Fort Aguada börtön vendégszeretetét jópár turista sínyli most is .
7	Anjuna Beach-en napközben is nagyobb a nyugalom mint Baga-n , az itt lakó féligmeddig helyiek csak az árénykba merészkednek ki egy kis társasjátékra vagy táncpróbát tartani az esti mulatságra .
2	Bár mi rendőrt egész Indiában alig láttunk azért nem árt a nemzetközi jogosítvány , mivel állítólag a turisták ellenőrzése a rendőrök kedvenc keresetkiegészítése .
6	Utána csendrendelet van , úgyhogy a Goát híressé tevő napkeltéig tartó tengerpartiknak befellegzett .
5	Ez egyébként Indiában nem meglepő .
6	Utána csendrendelet van , úgyhogy a Goát híressé tevő napkeltéig tartó tengerpartiknak befellegzett .
7	Csodaszép kis utak vannak és Goa az egyetlen állam ahol autót és motort is lehet sofőr nélkül bérelni , érdemes ezt kihasználni .
8	Már kis mennyiségű hasis birtoklásáért 10 év jár , a Fort Aguada börtön vendégszeretetét jópár turista sínyli most is .
5	Az biztos , hogy vonatozni nem egyszerű , - mint ahogy Indiában semmi sem - de kellő ügyességgel megtanulható .
5	( Indiában mindenki pocakot növeszt akinek egy kicsit jobban megy , a kövérség a gazdagság szimbóluma talán . )
5	Baga Beach Goa szívéhez tartozik , a szomszédos Anjuna Beach mellett régen itt élt a legtöbb hippi .
4	Nagyon szép udvara volt , úgyhogy három nap múlva visszamentünk , bár nem panaszkodhattunk az Alidia Beach Cottage-re sem , ahol addig kihúztuk egy kedves 700 ruppós házikóban .
1	Az államfő hangsúlyozta , hogy ott , ahol létrehozták ezeket a szerveket , nem voltak hatalmas áldozatok , Ahmed Kadirov pedig nemrég kijelentette , hogy tudja azt , kik az igazi banditák .
7	A mozdoki katonai repülőtéren sürgősen összehívták a Csecsen Köztársaságban kialakult helyzetet vizsgáló tanácskozást , amelyen részt vett Igor Szergejev honvédelmi miniszter , Vlagyimir Rusajlo belügyminiszter , Viktor Kazancev .
7	A mozdoki katonai repülőtéren sürgősen összehívták a Csecsen Köztársaságban kialakult helyzetet vizsgáló tanácskozást , amelyen részt vett Igor Szergejev honvédelmi miniszter , Vlagyimir Rusajlo belügyminiszter , Viktor Kazancev .
1	Az államfő hangsúlyozta , hogy ott , ahol létrehozták ezeket a szerveket , nem voltak hatalmas áldozatok , Ahmed Kadirov pedig nemrég kijelentette , hogy tudja azt , kik az igazi banditák .
6	Az állománytáblán szolgálati macska nem szerepel A lap cikke nyomán 14 állampolgár ajánlotta fel , hogy macskát adományoz a BRFK-nak , azonban a rendőrség nem tudja elfogadni a felajánlott négylábúakat .
7	Ezeket az L-39-es Albatroszokból - szintén sugárhajtású - gyakorlógépekből fejlesztették tovább .
2	A repülőgép-eladások kormányközi tárgyalások eredményeként jönnek létre Ugyanakkor Jim Fetig megjegyezte : a repülőgép-eladások kormányközi tárgyalások eredményeként jönnek létre , így a Lockheed alkalmazottai - ha bármiről is tárgyaltak , vagy megkísérelték a tárgyalást a miniszterelnökkel - , az nem lehetett az F-16-os vadászbombázók eladása .
6	: A Belga Légierő gépe leszálláskor összetört a pilóta hibájából .
6	1999. szeptember 23. : a Holland Légierő F-16-os zuhant le az Északi Tenger felett , gyakorlórepülés közben , a pilóta katapultált .
6	"2000. március : egy amerikai légishow-n a , Angel "" bemutató-kötelék egyik F-16-osa zuhant le egy manőver közben , a tapasztalt pilóta életét"
7	2000 igencsak jó éve az LM-nek .
2	Amerikai F16-osokA nagykövetség nem lobbizik egyik gép eladásának ügyében sem Az Egyesült Államok budapesti nagykövetségének illetékese - őt azért kerestük meg , mert a gépeladásról csak az amerikai kormányzat tárgyalhat - az Indexnek úgy nyilatkozott , hogy nincs tudomásuk arról , hogy amerikai cégek megkeresték volna a magyar miniszterelnököt a vadászgépeladások ügyében .
7	2000 igencsak jó éve az LM-nek .
2	A repülőgép-eladások kormányközi tárgyalások eredményeként jönnek létre Ugyanakkor Jim Fetig megjegyezte : a repülőgép-eladások kormányközi tárgyalások eredményeként jönnek létre , így a Lockheed alkalmazottai - ha bármiről is tárgyaltak , vagy megkísérelték a tárgyalást a miniszterelnökkel - , az nem lehetett az F-16-os vadászbombázók eladása .
5	( Lengyelországnak egyébként körülbelül harminc MiG-29-ese van . )
5	Szabó János arról nem kívánt beszámolni , hogy a szándéknyilatkozat milyen feltételeket támaszt a felekkel szemben .
6	Szlovénia kis ország , ezért nem engedheti meg magának a drága F-16-osok vagy F-18-asok vásárlását - mondta az ezredes .
6	: Az Amerikai Légierő F-16-osa lezuhan a Jugoszlávia elleni NATO-csapás alatt .
6	Szabó János honvédelmi miniszterA szándéknyilatkozat csupán erkölcsi kötelezettséget jelent a MiG-ek felújítására Szabó János honvédelmi miniszter szerint még nincs végleges döntés a MiG-felújításról , illetve az új amerikai vadászgépek beszerzéséről .
7	A Magyar Televízió és a UPC Broadcast Centre 23.5 millió német márka ( 3.125 milliárd forint ) plusz áfa összegért megvásárolta a magyar NB I-es labdarúgó-mérkőzések közvetítési jogát a 2000 / 03-as idényekre .
7	A Magyar Televízió és a UPC Broadcast Centre 23.5 millió német márka ( 3.125 milliárd forint ) plusz áfa összegért megvásárolta a magyar NB I-es labdarúgó-mérkőzések közvetítési jogát a 2000 / 03-as idényekre .
8	Az ügyvédek azt szeretnék bebizonyítani , hogy Pinochetnek olyan rossz az egészségi állapota , hogy mentesülnie kellene a felelősségre vonás alól .
8	Az ügyvédek azt szeretnék bebizonyítani , hogy Pinochetnek olyan rossz az egészségi állapota , hogy mentesülnie kellene a felelősségre vonás alól .
7	"A megbeszélés után Kazancev kijelentette az újságíróknak , hogy "" a Kadirov és Gantamirov közötti konfliktust feloldottuk ."
7	A brit diplomácia vezetője szerint a felvételre várókat saját teljesítményük alapján kell elbírálni , és az élen haladókat - köztük Magyarországot - nem szabad megvárakoztatni a felkészülésben elmaradottabbak miatt .
7	A Külügyminisztériumban tartott külképviseleti találkozó díszvendégeként Cook elmondta , Nagy-Britannia továbbra is elkötelezett híve hazánk minél hamarabbi EU-csatlakozásának , és az Uniónak saját felkészülésében tartania kell magát a helsinki csúcson megjelölt 2003-as határidőhöz .
7	A Külügyminisztériumban tartott külképviseleti találkozó díszvendégeként Cook elmondta , Nagy-Britannia továbbra is elkötelezett híve hazánk minél hamarabbi EU-csatlakozásának , és az Uniónak saját felkészülésében tartania kell magát a helsinki csúcson megjelölt 2003-as határidőhöz .
7	A brit diplomácia vezetője szerint a felvételre várókat saját teljesítményük alapján kell elbírálni , és az élen haladókat - köztük Magyarországot - nem szabad megvárakoztatni a felkészülésben elmaradottabbak miatt .
7	Együttműködési megállapodást írtak ma alá az Egyesült Államokban a koszovói albán és szerb közösségek legfőbb vezetői .
7	Gegesy Ferenc az Indexnek elmondta : az Új Nemzeti beruházása - amely 15 milliárd forintba kerül - kiegészül a Soroksári úti területen a Demján Sándor nevével fémjelzett többi Trigránit-beruházással .
5	( Az RRT időközben már megszűnt , a szóban forgó ingatlanokra viszont még a régi építési szabály vonatkozik . )
5	Arra azonban - a beruházó Trigránit kérésére - nem lesz szükség , hogy az érvényben lévő részletes rendezési tervet ( RRT ) módosítsák .
2	Az építők szerint a temelini erőmű minden szempontból megfelel majd a világ legfejlettebb országaiban érvényes biztonsági szabványoknak , de ez Csernobil után nem nyugtatja meg az érintetteket .
7	A temelini erőmű A dél-csehországi Temelinben gyakorlatilag elkészült az épülő atomerőmű első reaktora , miután már a hónap elején feltöltötték a létesítményt fűtőelemekkel ( rudakkal ) - adta hírül a Der Standard osztrák napilap .
2	Az építők szerint a temelini erőmű minden szempontból megfelel majd a világ legfejlettebb országaiban érvényes biztonsági szabványoknak , de ez Csernobil után nem nyugtatja meg az érintetteket .
7	A temelini erőmű A dél-csehországi Temelinben gyakorlatilag elkészült az épülő atomerőmű első reaktora , miután már a hónap elején feltöltötték a létesítményt fűtőelemekkel ( rudakkal ) - adta hírül a Der Standard osztrák napilap .
6	A tűz nem fenyegetett nagyobb veszéllyel , a Katasztrófavédelmi Igazgatóság ügyeletesének tájékoztatása szerint nincs súlyos esetről szó .
6	A Duna Plazában szerda délután ütött ki a tűz , a balesetben egy ember sérült meg .
6	A Duna Plazában szerda délután ütött ki a tűz , a balesetben egy ember sérült meg .
5	"A svájci család egy hete nyaral Görögországban és az , "" nemrég"
5	A férfi a marokkói Casablancába akar jutni .
6	Indiában , a világ legsűrűbben lakott kontinensén , több millió ember vált hajléktalanná a monszun okozta özönvizekben .
8	Az Egyesült Államokban becslések szerint csaknem 20 ezer ember dolgozik a lángok megfékezésén .
1	Csak semmi hisztéria , kérlek szépen , fotót itt nem lehet csinálni , nem tudnánk hova állni , elmosta a placcot a víz , viszont , nézd csak , bosszantó , nem pattog már megint az a csávó , az a bajuszos , hogy is hívják , kapcsolj csak át , Tony , a buzija , majd jól megbombázzuk őket is , hova is tettem a külügyminiszterem .
2	Ebben az országban is a hadsereg próbálkozik az emberek és állatok mentésével , de a kitelepítés itt lényegesen nagyobb lakossági ellenállásba ütközik , mint az USA-ban .
8	Az Egyesült Államokban becslések szerint csaknem 20 ezer ember dolgozik a lángok megfékezésén .
6	A helyi időjárási viszonyok szerint a szokásos évi áradási szezon májusban van , ebben az évben azonban a tavaszi csapadékos idő hónapokat késett , így augusztusban minden idők legnagyobb áradását okozta Indiában .
1	"Samil Beno feljelentést akar tenni Luzskov ellen "" egy egész nép becsületének és tisztességének megsértéséért "" ."
2	"Az orosz mediumokban egyre több bírálat éri Jurij Luzskov főpolgármestert és más politikusokat , akik nyilatkozataikban a "" csecsen szálról "" beszéltek anélkül , hogy komoly bizonyítékokkal rendelkeznének ."
6	Nagyon kevés hajó harckész állapotú , a Kuznyecov admirális repülőgép-anyahajó - valamikor a flotta büszkesége - pénzhiány miatt olyan kevés alkalommal fut ki a nyílt tengerre , hogy fedélzeti tapasztalattal a legénység nem rendelkezik .
3	Az államfő , Putyin is tudja , hogy Oroszország egész védelmi rendszerét át kell gondolni .
6	Nagyon kevés hajó harckész állapotú , a Kuznyecov admirális repülőgép-anyahajó - valamikor a flotta büszkesége - pénzhiány miatt olyan kevés alkalommal fut ki a nyílt tengerre , hogy fedélzeti tapasztalattal a legénység nem rendelkezik .
8	Egy kétfős norvég csapat repülővel megközelítette a Kurszk tengeralattjáró elsüllyedésének helyszínét , és exkluzív felvételeket készített a tengeralattjáró kimentésére érkezett orosz hajókról .
7	Az amerikai elnök ígéretet tett arra , hogy megpróbálja elérni Nigéria 40 milliárd dolláros külföldi adósságának csökkentését a leggazdagabb országokat tömörítő Párizsi Klubnál .
7	A Kőolajexportáló Országok Szervezete ( OPEC ) jövő havi , venezuelai csúcsértekezletén erőfeszítéseket tesznek arra , hogy stabilizálják a kőolaj világpiaci árát - ígérte Abujában Olusegun Obasanjo nigériai államfő a Bill Clinton amerikai elnökkel tartott megbeszélések utáni közös sajtótájékoztatón .
7	Az amerikai elnök ígéretet tett arra , hogy megpróbálja elérni Nigéria 40 milliárd dolláros külföldi adósságának csökkentését a leggazdagabb országokat tömörítő Párizsi Klubnál .
6	Kisgazda forrásból származó információink szerint Wachsler lemondási szándékáról szerdán maga tájékoztatta Torgyán Józsefet , az FKGP elnökét .
6	Kisgazda forrásból származó információink szerint Wachsler lemondási szándékáról szerdán maga tájékoztatta Torgyán Józsefet , az FKGP elnökét .
2	Lányi Zsolt , az Országgyűlés honvédelmi bizottságának elnöke a hét elején is bírálta a tárcát a haderőreform átgondolatlansága és szervezetlen végrehajtása miatt .
2	A katolikus egyház egyetlen más vallást sem ismer el a katolicizmussal egyenrangúnak - áll a Vatikán által most kiadott teológiai dokumentumban .
2	A Magyar Igazság és Élet Pártja figyelemelterelő álkérdésnek tartja azt az ügyet , amely miatt a köztársasági elnök az Alkotmánybírósághoz fordult , ennek megfelelően nem is kíván foglalkozni vele .
2	A Magyar Igazság és Élet Pártja figyelemelterelő álkérdésnek tartja azt az ügyet , amely miatt a köztársasági elnök az Alkotmánybírósághoz fordult , ennek megfelelően nem is kíván foglalkozni vele .
1	Egy jugoszláv katonai rendőr pénteken Pogorica közelében egy bárban lelőtt egy szolgálaton kívüli montenegrói rendőrt .
6	Oroszországban tűz ütött ki vasárnapra virradóra a Szentpétervár melletti Puskino településen a haditengerészet légitámaszpontjának karbantartó üzemében .
1	Az egyik tetem olyan férfi holtteste , aki korábban találkozót szervezett újságírók számára az Abu Szajjaf vezetőivel , azok rejtekhelyén a hegyek között .
